Acquired on 12/16/2025 at 17:12:12
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.704315
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  1.704315
Channel Width: 25.000 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (dB)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1.60519379E+003	1.86764028E+005	-5.25437676E+001	3.60851517E+003	-7.36626109E+005	8.72310583E+000	1.98270868E+003	3.15675281E+001	-2.11512418E+002	1.32258933E-003	1.41563935E-003	2.71060658E-003	1.82719864E-004	2.30216954E+000	-9.59598092E-001	9.63290798E-001	-2.24350154E+000	8.40772389E-002	-1.40000000E+002	1.60752370E+003	-5.00802894E+001	-5.88033952E+001	2.15264822E+006	1.56276237E+001	1.53357840E+001
   1.60519517E+003	1.86763868E+005	-4.91131232E+001	2.59738744E+003	4.39122360E+005	4.59654781E+000	1.55022990E+003	3.27563694E+001	-2.20077375E+002	2.54778707E-003	3.15843236E-003	2.70073025E-003	8.77655291E-004	2.54933255E+000	-1.70722120E+000	1.75022205E+000	4.27529317E-001	8.56059159E-002	-1.40000000E+002	1.60820941E+003	-4.73965398E+001	-5.19930876E+001	2.28551482E+006	1.56318956E+001	1.53351059E+001
   1.60519654E+003	1.86763708E+005	-4.68538743E+001	3.20014853E+003	4.35295581E+004	5.22977292E+000	2.27127196E+003	3.33403584E+001	-2.29438435E+002	5.27016513E-003	1.55798550E-003	9.37261544E-004	3.19223296E-003	-2.52690627E+000	-1.95370216E+000	8.18336140E-001	-5.35906941E-001	8.71345930E-002	-1.40000000E+002	1.60821292E+003	-4.49827804E+001	-5.02125534E+001	3.60207276E+006	1.56363952E+001	1.53343772E+001
   1.60519791E+003	1.86763548E+005	-4.85075293E+001	3.25989946E+003	-9.25766871E+005	1.71532329E+001	6.30450004E+002	3.38643891E+001	-2.39050704E+002	2.85547842E-003	1.57095991E-003	2.95978406E-003	2.96981850E-003	-2.35420627E+000	2.42901631E+000	6.17823745E-001	-8.39284595E-001	8.86632701E-002	-1.40000000E+002	1.60671166E+003	-4.55800830E+001	-6.27333159E+001	1.69241414E+006	1.56392379E+001	1.53340080E+001
   1.60519928E+003	1.86763389E+005	-5.15168833E+001	1.98914168E+003	6.54321241E+005	4.85275022E+000	2.02686909E+003	3.56635865E+001	-2.47579058E+002	2.21147540E-003	1.84747158E-003	2.23062488E-003	9.08029380E-004	-2.82804613E+000	-1.94558240E+000	2.03519855E+000	-4.98260421E-001	9.01919472E-002	-1.40000000E+002	1.60775984E+003	-4.97357294E+001	-5.45884796E+001	1.42381052E+006	1.56426930E+001	1.53335039E+001
   1.60520066E+003	1.86763229E+005	-5.09283753E+001	2.88730001E+003	1.09163240E+006	1.62263079E+001	2.93256700E+003	3.65615094E+001	-2.57199937E+002	3.74325765E-003	6.93029012E-004	1.13727602E-003	6.04216635E-004	-1.32583817E+000	-9.17348302E-001	-2.69318000E-001	-1.48676988E+000	9.17206242E-002	-1.40000000E+002	1.60848290E+003	-4.80204109E+001	-6.42467188E+001	2.54014034E+006	1.56455778E+001	1.53331249E+001
   1.60520203E+003	1.86763069E+005	-5.20316951E+001	4.38573892E+003	-8.69570102E+005	5.75012692E+000	1.07327180E+003	3.59557946E+001	-2.68515704E+002	2.86520425E-003	9.05143437E-004	5.49591333E-004	1.78791948E-003	-8.49090641E-001	-1.54867002E+000	-1.14572032E-002	-2.19524658E+000	9.32493013E-002	-1.40000000E+002	1.60771822E+003	-5.00459543E+001	-5.57960812E+001	2.37275635E+006	1.56473890E+001	1.53329844E+001
   1.60520340E+003	1.86762910E+005	-4.97243686E+001	3.19211375E+003	-4.00917454E+005	5.75849795E+000	2.70223856E+003	3.65478462E+001	-2.78824956E+002	1.93292988E-003	3.34698976E-003	2.48417587E-003	4.48092836E-004	3.10866232E+000	-2.33716155E+000	2.24453850E+000	1.12563039E+000	9.47779784E-002	-1.40000000E+002	1.60786279E+003	-4.77368699E+001	-5.34953678E+001	4.86571174E+006	1.56480686E+001	1.53330976E+001
   1.60520478E+003	1.86762750E+005	-5.00197915E+001	2.64178896E+003	3.91630356E+005	3.95035457E+000	1.88209264E+003	3.76921320E+001	-2.88773225E+002	2.48848614E-003	1.33001300E-003	2.46681900E-003	2.42123324E-003	-3.02022080E+000	-1.52259809E+000	1.17589963E+000	6.47286302E-002	9.63066554E-002	-1.40000000E+002	1.60803754E+003	-4.84790904E+001	-5.24294450E+001	2.85188531E+006	1.56482806E+001	1.53333171E+001
   1.60520615E+003	1.86762590E+005	-4.99534411E+001	3.17936661E+003	2.21792609E+005	9.81460185E+000	2.01532292E+003	3.82969750E+001	-2.99452188E+002	3.21436074E-003	2.72278336E-003	1.39534545E-003	7.23126598E-004	-2.20103702E+000	-2.05610620E-001	4.09707989E-001	-1.27822254E+000	9.78353325E-002	-1.40000000E+002	1.60807864E+003	-4.73742532E+001	-5.71888551E+001	1.44058274E+006	1.56475625E+001	1.53337488E+001
   1.60520752E+003	1.86762430E+005	-5.11542524E+001	3.48381429E+003	1.39450586E+005	1.29446981E+001	2.18673497E+003	3.85963140E+001	-3.10627905E+002	3.17948786E-003	1.53676110E-003	9.46704424E-004	1.40184980E-003	-8.52763078E-001	-1.14696704E+000	-1.23591261E+000	-2.06233248E+000	9.93640096E-002	-1.40000000E+002	1.60737013E+003	-4.83589919E+001	-6.13036900E+001	1.38637082E+006	1.56467330E+001	1.53342073E+001
   1.60520889E+003	1.86762271E+005	-5.20893926E+001	3.67523401E+003	-5.52076952E+005	1.66070680E+001	5.50543299E+002	3.87035692E+001	-3.22186957E+002	3.25740227E-003	9.08357358E-004	7.58556313E-004	5.92339913E-004	-1.26930245E+000	-1.61899300E+000	2.73284384E-002	-1.50720126E+000	1.00892687E-001	-1.40000000E+002	1.60794816E+003	-4.91729303E+001	-6.57799983E+001	1.87173098E+006	1.56446160E+001	1.53349637E+001
   1.60521027E+003	1.86762111E+005	-4.83491483E+001	2.91741290E+003	8.84012775E+004	7.60304741E+000	2.47882587E+003	3.95712747E+001	-3.33176810E+002	4.04545640E-003	2.27343277E-003	2.07057425E-003	1.85142847E-003	-2.35655110E+000	-2.27911757E+000	1.56548337E+000	-3.61051440E-001	1.02421364E-001	-1.40000000E+002	1.60796006E+003	-4.60342646E+001	-5.36373121E+001	2.78846654E+006	1.56423764E+001	1.53357505E+001
   1.60521164E+003	1.86761951E+005	-4.73181116E+001	3.03875915E+003	-5.65419001E+004	7.31999370E+000	7.59321628E+002	4.03172130E+001	-3.44479681E+002	2.73802017E-003	3.77063276E-003	3.19950453E-003	2.26616420E-003	-2.08998983E+000	-2.01450998E+000	1.53587798E+000	5.79255742E-002	1.03950041E-001	-1.40000000E+002	1.60822935E+003	-4.50462902E+001	-5.23662839E+001	2.03521066E+006	1.56416564E+001	1.53361847E+001
   1.60521301E+003	1.86761792E+005	-4.80214092E+001	2.96114535E+003	7.56584603E+005	5.68285123E+000	2.12669944E+003	4.11410344E+001	-3.55895920E+002	3.51109665E-003	1.13024437E-003	3.33415310E-003	2.61154359E-003	-2.15695766E+000	-3.57744516E-001	4.63198269E-001	-1.02790732E+000	1.05478718E-001	-1.40000000E+002	1.60813619E+003	-4.60498932E+001	-5.17327444E+001	2.84952267E+006	1.56404042E+001	1.53367452E+001
   1.60521438E+003	1.86761632E+005	-5.17047541E+001	3.99969392E+003	-9.17080566E+005	1.21386461E+001	1.27170238E+003	4.09227040E+001	-3.68545562E+002	1.52041094E-003	8.16770548E-004	2.47598797E-003	2.09704220E-003	-1.46427260E+000	-2.59987114E+000	1.33441164E+000	-1.02762821E+000	1.07007395E-001	-1.40000000E+002	1.60760425E+003	-4.89520715E+001	-6.10907176E+001	1.34108897E+006	1.56417848E+001	1.53366846E+001
   1.60521576E+003	1.86761472E+005	-5.10024596E+001	2.74083360E+003	-3.70938290E+005	1.46208745E+001	1.65897670E+003	4.19676015E+001	-3.80123226E+002	3.21229877E-003	1.90217141E-003	8.81818936E-004	1.07835337E-003	-1.43804206E+000	-4.57159397E-001	-1.22438770E+000	-1.20145482E+000	1.08536072E-001	-1.40000000E+002	1.60779994E+003	-4.81394957E+001	-6.27603702E+001	1.54133654E+006	1.56437504E+001	1.53364852E+001
   1.60521713E+003	1.86761313E+005	-4.58499060E+001	2.23165228E+003	3.52160199E+005	6.27905929E+000	5.28176224E+002	4.35234469E+001	-3.91381194E+002	5.55798965E-003	2.09977760E-003	3.11049760E-003	2.65118956E-003	-1.74029311E+000	4.16611115E-001	-8.44107671E-001	-1.21648215E+000	1.10064749E-001	-1.40000000E+002	1.60896493E+003	-4.37582302E+001	-5.00372895E+001	1.19339117E+006	1.56450977E+001	1.53364339E+001
   1.60521850E+003	1.86761153E+005	-5.09093766E+001	2.71505802E+003	3.62584256E+005	1.96402157E+001	1.33992454E+003	4.45942093E+001	-4.03315495E+002	2.64679172E-003	2.33416535E-003	1.09853236E-003	1.60029434E-003	-1.54490034E+000	-3.09027032E+000	-9.79047734E-002	-1.62488572E+000	1.11593426E-001	-1.40000000E+002	1.60859181E+003	-4.79460027E+001	-6.75862184E+001	1.37315459E+006	1.56450840E+001	1.53367109E+001
   1.60521987E+003	1.86760993E+005	-4.96902277E+001	3.21277359E+003	4.30845421E+005	1.90659719E+001	2.78400473E+003	4.51655295E+001	-4.15940490E+002	2.37509598E-003	1.42797731E-003	3.36281329E-003	1.57795711E-003	-1.99076287E+000	-2.63712442E+000	1.76505650E+000	6.15036744E-001	1.13122103E-001	-1.40000000E+002	1.60875818E+003	-4.67334468E+001	-6.57994188E+001	3.54669200E+006	1.56449377E+001	1.53370209E+001
   1.60522125E+003	1.86760833E+005	-4.80613868E+001	3.80419155E+003	-1.70698947E+005	8.01145619E+000	1.62613066E+002	4.51433797E+001	-4.29350206E+002	1.62540931E-003	2.23445873E-003	4.13483633E-003	2.55369119E-003	-2.27264688E+000	-2.29585397E+000	1.90426806E+000	1.46116439E-001	1.14650780E-001	-1.40000000E+002	1.60813308E+003	-4.56884417E+001	-5.36998979E+001	2.62401649E+006	1.56450114E+001	1.53372782E+001
   1.60522262E+003	1.86760674E+005	-5.24703104E+001	3.56987411E+003	-1.16851636E+006	2.00432224E+001	6.98210454E+002	4.53563603E+001	-4.42716042E+002	2.15122119E-003	2.01899978E-003	9.44755599E-004	1.31426808E-003	-1.84822982E+000	-2.58253481E+000	-1.31047661E+000	-1.77200703E+000	1.16179457E-001	-1.40000000E+002	1.60721883E+003	-4.95027983E+001	-6.95460207E+001	1.10856157E+006	1.56457676E+001	1.53373688E+001
   1.60522399E+003	1.86760514E+005	-4.58397496E+001	1.96585584E+003	8.59700615E+005	8.42361892E+000	1.00883788E+003	4.71789243E+001	-4.54663546E+002	5.94163954E-003	1.72335496E-003	3.07930995E-003	2.09066825E-003	-1.62645898E+000	1.36524830E+000	-1.01792150E+000	-1.66106559E+000	1.17708134E-001	-1.40000000E+002	1.60819152E+003	-4.34127987E+001	-5.18364177E+001	1.36901302E+006	1.56469653E+001	1.53373509E+001
   1.60522537E+003	1.86760354E+005	-4.93392636E+001	3.14596585E+003	1.04108251E+006	9.73563706E+000	2.74577074E+003	4.78172840E+001	-4.67986505E+002	3.06551364E-003	2.45362210E-003	2.08725603E-003	1.87408539E-003	-1.47351624E+000	-2.51117599E+000	1.55118750E+000	-8.49385689E-001	1.19236811E-001	-1.40000000E+002	1.60879834E+003	-4.67675996E+001	-5.65032366E+001	4.27250009E+006	1.56485530E+001	1.53372364E+001
   1.60522674E+003	1.86760195E+005	-5.11076613E+001	4.57506100E+003	-1.16457336E+005	1.29679232E+001	1.08611844E+003	4.70215902E+001	-4.82934768E+002	2.83582280E-003	1.79898704E-003	1.11622580E-003	1.72434734E-003	-1.28135082E+000	-2.68219500E+000	3.80176720E-001	-1.54959548E+000	1.20765489E-001	-1.40000000E+002	1.60790300E+003	-4.83112817E+001	-6.12792049E+001	1.80039712E+006	1.56510794E+001	1.53368877E+001
   1.60522811E+003	1.86760035E+005	-4.95161266E+001	4.41519961E+003	-8.54560240E+005	8.21501287E+000	1.88219002E+003	4.63863125E+001	-4.97913867E+002	3.40935227E-003	6.51251221E-004	2.65540673E-003	1.80504849E-003	-1.45687835E+000	1.50465105E+000	-9.39946645E-001	-1.83567303E+000	1.22294166E-001	-1.40000000E+002	1.60781303E+003	-4.71159528E+001	-5.53309657E+001	1.42744205E+006	1.56514037E+001	1.53370926E+001
   1.60522948E+003	1.86759875E+005	-4.83203415E+001	3.24213977E+003	-1.08718990E+005	9.36899171E+000	7.56549165E+002	4.69281646E+001	-5.11907086E+002	3.49883807E-003	3.34092849E-003	2.31936724E-003	8.12895524E-004	2.61320317E+000	-2.44460422E+000	2.13562627E+000	1.50474786E+000	1.23822843E-001	-1.40000000E+002	1.60862238E+003	-4.57852748E+001	-5.51542665E+001	1.17405570E+006	1.56518955E+001	1.53372558E+001
   1.60523086E+003	1.86759715E+005	-4.98271032E+001	3.09290033E+003	1.18003118E+005	5.62920865E+000	1.27592824E+003	4.76197738E+001	-5.25941799E+002	2.85660027E-003	2.41254100E-003	2.42761333E-003	9.68738992E-004	-2.72324170E+000	-2.13351340E+000	2.04208540E+000	-2.23898995E-001	1.25351520E-001	-1.40000000E+002	1.60900083E+003	-4.78670543E+001	-5.34962630E+001	9.62226383E+005	1.56509209E+001	1.53377927E+001
   1.60523223E+003	1.86759556E+005	-5.16606654E+001	3.25488445E+003	-1.07197834E+005	7.46593871E+000	1.40216155E+003	4.81488370E+001	-5.40330310E+002	2.39594105E-003	1.98683553E-003	1.60423813E-003	1.17603322E-003	-1.96607123E+000	-2.14709290E+000	2.72148677E+000	-1.83740560E+000	1.26880197E-001	-1.40000000E+002	1.60854955E+003	-4.93663437E+001	-5.68322824E+001	1.62460777E+006	1.56500825E+001	1.53382959E+001
   1.60523360E+003	1.86759396E+005	-4.70284940E+001	3.10773260E+003	4.02946292E+005	1.91984962E+001	1.63369828E+003	4.88255625E+001	-5.54762408E+002	4.16866067E-003	3.09301043E-003	3.27531939E-003	1.40432318E-003	2.71768906E+000	-1.96907643E+000	2.04154433E+000	-2.59206297E+000	1.28408874E-001	-1.40000000E+002	1.60840582E+003	-4.40701142E+001	-6.32686104E+001	1.86285672E+006	1.56505201E+001	1.53384718E+001
   1.60523497E+003	1.86759236E+005	-4.95180693E+001	3.66086311E+003	-5.23584854E+004	1.22752291E+001	8.68255354E+002	4.89472385E+001	-5.69940808E+002	2.55524511E-003	2.53279597E-003	2.64692596E-003	1.54811092E-003	3.09573181E+000	-1.58750981E+000	2.21672595E+000	-1.59729362E+000	1.29937551E-001	-1.40000000E+002	1.60814178E+003	-4.67576359E+001	-5.90328650E+001	7.99491878E+005	1.56495277E+001	1.53390184E+001
   1.60523635E+003	1.86759077E+005	-5.04702509E+001	3.58898970E+003	-8.23134241E+005	6.54996137E+000	1.99583949E+003	4.91410372E+001	-5.85238335E+002	2.34026471E-003	2.19146153E-003	1.09044176E-003	2.54541412E-003	-9.08223468E-001	-1.56614437E+000	5.72128963E-001	-1.89042886E+000	1.31466228E-001	-1.40000000E+002	1.60790424E+003	-4.83282152E+001	-5.48781766E+001	1.56154127E+006	1.56491213E+001	1.53394135E+001
   1.60523772E+003	1.86758917E+005	-5.04005956E+001	2.45905692E+003	2.14446924E+005	3.13763043E+000	7.55314611E+002	5.04686890E+001	-5.99593261E+002	3.22155674E-003	9.22025846E-004	1.28871773E-003	2.31265273E-003	-1.55571189E+000	-1.11906832E+000	7.67437888E-001	-1.53092123E+000	1.32994905E-001	-1.40000000E+002	1.60817477E+003	-4.91091782E+001	-5.22468086E+001	1.82617582E+006	1.56490352E+001	1.53397256E+001
   1.60523909E+003	1.86758757E+005	-5.44538050E+001	2.75343299E+003	6.82358738E+005	8.52884940E+000	2.01753156E+001	5.15009434E+001	-6.14434835E+002	2.38998566E-003	5.44356482E-004	3.22090300E-004	1.02958953E-003	-1.64834429E+000	-1.03925156E+000	-3.06290500E+000	-1.55167428E+000	1.34523582E-001	-1.40000000E+002	1.60801864E+003	-5.20137669E+001	-6.05426163E+001	7.33039282E+005	1.56507909E+001	1.53395539E+001
   1.60524047E+003	1.86758598E+005	-4.74674318E+001	3.69012364E+003	-3.32138150E+005	1.14343289E+001	6.37669823E+002	5.15932573E+001	-6.30407600E+002	5.65289409E-003	6.99607921E-004	7.78542630E-004	1.66808553E-003	-1.34136445E+000	-2.77636195E-001	-2.30810880E+000	-1.76974418E+000	1.36052259E-001	-1.40000000E+002	1.60776709E+003	-4.47585660E+001	-5.61928950E+001	1.49973212E+006	1.56536326E+001	1.53390950E+001
   1.60524184E+003	1.86758438E+005	-5.07114211E+001	3.23418864E+003	-6.81988809E+003	8.71402863E+000	1.25894660E+003	5.21430880E+001	-6.46114099E+002	3.51956889E-003	1.15972565E-003	1.43245478E-003	1.09261038E-003	-1.51660674E+000	-2.85330022E+000	2.97980340E+000	-1.67951637E+000	1.37580936E-001	-1.40000000E+002	1.60743610E+003	-4.82490178E+001	-5.69630465E+001	2.63715551E+006	1.56555607E+001	1.53388792E+001
   1.60524321E+003	1.86758278E+005	-5.19811988E+001	3.22482678E+003	2.78987745E+005	8.38199545E+000	7.95201232E+002	5.27023131E+001	-6.62002455E+002	3.04356604E-003	1.04309485E-003	3.11757688E-004	1.49176451E-003	-1.16053317E+000	-3.10338306E+000	5.77531453E-002	-1.97419675E+000	1.39109613E-001	-1.40000000E+002	1.60737121E+003	-4.95595016E+001	-5.79414971E+001	7.24671993E+005	1.56580950E+001	1.53385015E+001
   1.60524458E+003	1.86758118E+005	-4.60047302E+001	3.60780209E+003	-8.50436583E+005	6.71167343E+000	1.32405393E+003	5.28772342E+001	-6.78466366E+002	5.72579908E-003	2.03596103E-003	1.95903156E-003	3.06843995E-003	-1.71984791E+000	1.51921307E+000	-4.40896664E-001	-1.62314188E+000	1.40638290E-001	-1.40000000E+002	1.60808604E+003	-4.38338342E+001	-5.05455076E+001	1.75977608E+006	1.56598930E+001	1.53383219E+001
   1.60524596E+003	1.86757959E+005	-5.15504181E+001	2.44037887E+003	4.58112465E+005	8.59865971E+000	1.76630303E+003	5.42236288E+001	-6.93950054E+002	2.99153625E-003	1.28700751E-003	1.11220989E-003	1.46724372E-003	-2.19761669E+000	-1.93039285E+000	-3.06591031E+000	-1.26238905E+000	1.42166968E-001	-1.40000000E+002	1.60782358E+003	-4.91018500E+001	-5.77005097E+001	2.29809730E+006	1.56598914E+001	1.53386292E+001
   1.60524733E+003	1.86757799E+005	-4.99106060E+001	3.06924650E+003	5.12830216E+005	1.47804210E+001	3.03977159E+003	5.49389740E+001	-7.10256042E+002	3.51312452E-003	2.26208930E-003	1.55730626E-003	7.29140552E-004	-6.85911809E-001	1.48845336E-001	-8.83863907E-001	-1.28185051E+000	1.43695645E-001	-1.40000000E+002	1.60752353E+003	-4.70424137E+001	-6.18228347E+001	2.05311151E+006	1.56619559E+001	1.53383757E+001
   1.60524870E+003	1.86757639E+005	-4.66305639E+001	3.77322839E+003	-8.78528931E+005	7.64790171E+000	1.36480448E+003	5.49478948E+001	-7.27459706E+002	5.51680939E-003	1.90839868E-003	2.03693784E-003	2.28519021E-003	-1.66976595E+000	4.87449490E-001	-1.17385167E+000	-1.27514506E+000	1.45224322E-001	-1.40000000E+002	1.60767333E+003	-4.43090726E+001	-5.19569744E+001	1.88999673E+006	1.56650806E+001	1.53378326E+001
   1.60525007E+003	1.86757480E+005	-5.35769328E+001	2.56723566E+003	5.48444688E+005	1.02355248E+001	9.55838281E+001	5.61669925E+001	-7.43644444E+002	1.65817801E-003	1.55879662E-003	9.99073649E-004	1.61222241E-003	-1.36712676E+000	3.53694787E-001	-1.74566143E+000	-1.16399092E+000	1.46752999E-001	-1.40000000E+002	1.60774611E+003	-5.09596684E+001	-6.11951932E+001	1.27460071E+006	1.56695627E+001	1.53369169E+001
   1.60525145E+003	1.86757320E+005	-4.99551914E+001	3.32010949E+003	5.13307292E+005	4.84652642E+000	1.71934576E+003	5.66306043E+001	-7.60775919E+002	2.87937580E-003	1.38280331E-003	7.78012888E-004	3.06580586E-003	-7.35374045E-001	-5.28649840E-002	-1.56440088E+000	-2.28417536E+000	1.48281676E-001	-1.40000000E+002	1.60781541E+003	-4.81755724E+001	-5.30220988E+001	2.14258619E+006	1.56750817E+001	1.53357147E+001
   1.60525282E+003	1.86757160E+005	-5.18701733E+001	4.02474990E+003	-1.08034885E+006	3.60203490E+000	1.13952468E+003	5.63871310E+001	-7.78805730E+002	2.60866695E-003	7.49061828E-004	1.02113847E-003	2.14315525E-003	-1.14974055E+000	-2.80921997E+000	-2.49225428E+000	-2.10585263E+000	1.49810353E-001	-1.40000000E+002	1.60788434E+003	-5.04323592E+001	-5.40343941E+001	2.09496283E+006	1.56822615E+001	1.53340512E+001
   1.60525419E+003	1.86757000E+005	-5.42036704E+001	2.54170306E+003	3.26238223E+005	1.15308513E+001	2.09563482E+003	5.76318499E+001	-7.95538600E+002	1.33591289E-003	1.41708203E-003	1.41764263E-003	1.33972721E-003	-7.64382258E-001	-1.86663415E+000	2.82053300E+000	2.74908330E+000	1.51339030E-001	-1.40000000E+002	1.60870321E+003	-5.14883991E+001	-6.30192504E+001	3.14312363E+006	1.56901206E+001	1.53321978E+001
   1.60525557E+003	1.86756841E+005	-5.23519344E+001	2.98954673E+003	1.74642844E+005	2.07929577E+000	1.47194597E+003	5.84271713E+001	-8.12912118E+002	2.39971485E-003	1.05926202E-003	7.49887414E-004	2.04789682E-003	-1.09811967E+000	-2.35417477E+000	2.69570009E+000	-2.09763456E+000	1.52867707E-001	-1.40000000E+002	1.60797570E+003	-5.14355554E+001	-5.35148511E+001	6.89550517E+005	1.56981362E+001	1.53302999E+001
   1.60525694E+003	1.86756681E+005	-5.02918208E+001	3.22928818E+003	-2.24513833E+005	1.27564545E+001	8.06752798E+002	5.89819196E+001	-8.30717460E+002	2.16047557E-003	1.58651570E-003	1.57899913E-003	3.00372214E-003	-1.49569848E+000	-1.23166855E+000	-2.27717670E+000	-1.78494567E+000	1.54396384E-001	-1.40000000E+002	1.60798288E+003	-4.75058442E+001	-6.02622987E+001	1.00533614E+006	1.57058579E+001	1.53284842E+001
   1.60525831E+003	1.86756521E+005	-5.13819467E+001	2.92108566E+003	1.47607988E+005	1.10377368E+001	1.12680549E+003	5.98459396E+001	-8.48404781E+002	3.61112509E-003	1.47826962E-004	6.53752510E-004	1.02937042E-003	-6.32995829E-001	-1.78271100E-001	9.66698263E-001	-2.52703738E+000	1.55925061E-001	-1.40000000E+002	1.60859594E+003	-4.87008372E+001	-5.97385739E+001	6.82291382E+005	1.57152553E+001	1.53261937E+001
   1.60525968E+003	1.86756362E+005	-5.06015447E+001	3.12371563E+003	1.69300677E+005	5.00622503E+000	1.28682971E+003	6.05066267E+001	-8.66486686E+002	3.03786284E-003	1.69650842E-003	8.98627871E-004	2.12103595E-003	-1.29002465E+000	-3.07682704E+000	-2.42583743E+000	-2.01883225E+000	1.57453738E-001	-1.40000000E+002	1.60789337E+003	-4.87830605E+001	-5.37892855E+001	9.34666339E+005	1.57237954E+001	1.53241466E+001
   1.60526106E+003	1.86756202E+005	-5.03192818E+001	3.35612481E+003	5.76856717E+004	1.64839398E+001	2.95157730E+003	6.09340982E+001	-8.84993058E+002	1.03132002E-003	1.65876913E-003	2.58453265E-003	2.84384521E-003	-8.62308072E-001	3.06282987E-001	-1.04947798E+000	-5.60528113E-001	1.58982415E-001	-1.40000000E+002	1.60778523E+003	-4.74054882E+001	-6.38894280E+001	3.81781620E+006	1.57320110E+001	1.53221919E+001
   1.60526243E+003	1.86756042E+005	-5.38159884E+001	3.43531351E+003	5.35607090E+004	6.33434348E+000	1.73096368E+003	6.12821063E+001	-9.03770144E+002	9.77575066E-004	8.41529051E-004	1.35119904E-003	2.19480917E-003	-6.09756730E-001	-4.96460188E-002	2.43587492E-001	-2.63415210E+000	1.60511092E-001	-1.40000000E+002	1.60819469E+003	-5.17138269E+001	-5.80481704E+001	2.69636542E+006	1.57412680E+001	1.53199377E+001
   1.60526380E+003	1.86755883E+005	-5.18060924E+001	3.50883976E+003	-7.72427529E+005	1.59887646E+001	3.62477046E+001	6.15563330E+001	-9.22812262E+002	7.94153596E-004	6.90968246E-004	2.00846484E-003	2.83783319E-003	-6.09795065E-001	-8.94676335E-001	-4.95388531E-001	-1.88107943E+000	1.62039769E-001	-1.40000000E+002	1.60883663E+003	-4.89038103E+001	-6.48925749E+001	1.68932251E+006	1.57498640E+001	1.53178741E+001
   1.60526517E+003	1.86755723E+005	-4.76698892E+001	2.44847682E+003	-6.55738187E+005	7.16024928E+000	2.07823751E+002	6.28946016E+001	-9.40981590E+002	3.33708895E-003	2.74820941E-003	3.33070270E-003	2.10208964E-003	-1.13403130E+000	1.89473015E-001	-7.68003907E-001	-1.21308787E+000	1.63568447E-001	-1.40000000E+002	1.60820228E+003	-4.54234379E+001	-5.25836872E+001	2.25502547E+005	1.57591771E+001	1.53156022E+001
